index,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
5001,0,24,0,0,0,0,2,1,226,0,0,1,Legitimate,Suspicious,100.0,0,0,0,1,0,0,0,0,2695,0,0,4,0,34,0,legitimate
5002,0,43,0,0,0,0,2,0,2080,0,0,0,Legitimate,Legitimate,100.0,0,0,0,0,0,0,0,0,6686,0,2897,6,0,92,0,legitimate
5003,0,48,0,0,0,0,2,0,901,0,0,0,Phishing,Legitimate,100.0,0,0,0,0,0,0,0,0,7134,0,13,7,0,610,0,legitimate
5004,0,54,0,0,0,1,3,1,64,1,0,1,,,88.88888889,0,0,0,1,0,0,0,0,6510,0,0,0,1,26,0,phishing
5005,0,36,0,0,0,0,2,1,196,1,0,1,Legitimate,Legitimate,0.0,0,0,0,1,0,0,0,0,4917,0,1666252,6,1,9,0,legitimate
5006,0,60,1,0,0,1,2,0,285,1,0,0,Phishing,Legitimate,31.81818182,0,0,0,1,0,0,0,0,10674,0,23,8,1,100,0,legitimate
5007,0,34,1,0,0,0,2,0,374,1,0,0,,,0.0,0,0,0,0,0,0,0,0,7295,0,0,5,1,14,0,phishing
5008,0,33,0,0,0,0,1,1,141,0,0,1,Suspicious,Legitimate,93.75,0,0,0,2,0,0,0,0,6434,0,48630,5,0,230,0,legitimate
5009,0,70,0,0,0,0,2,1,203,0,0,1,,,97.14285714,0,0,0,3,0,0,0,0,2718,0,0,1,1,280,0,legitimate
5010,0,41,0,0,0,0,2,0,645,1,0,0,,,15.78947368,0,0,0,1,0,0,0,0,1546,0,4669,2,1,203,0,phishing
5011,0,23,0,0,0,0,2,1,143,0,0,1,Legitimate,Legitimate,100.0,0,0,0,0,0,0,0,0,1317,0,142374,2,0,12,0,phishing
5012,0,64,0,0,0,1,1,1,91,0,0,1,,,0.0,0,0,0,1,0,0,0,0,4291,0,0,1,1,4,0,phishing
5013,1,86,0,0,0,0,2,0,790,0,0,0,Legitimate,,100.0,0,0,0,0,0,0,0,0,7975,0,3197,5,1,6,0,phishing
5014,0,67,0,0,0,0,3,1,0,0,0,1,,,0.0,0,0,0,0,0,0,0,0,12156,0,17877,5,1,0,0,legitimate
5015,0,70,1,0,0,0,1,0,257,0,0,0,Suspicious,Legitimate,66.66666667,0,0,0,1,0,0,0,0,1934,0,56558,4,1,33,0,legitimate
5016,1,127,0,0,0,1,3,0,25,0,0,0,,,100.0,0,0,0,1,0,0,0,0,3992,0,5697976,0,1,51,0,phishing
5017,0,62,1,0,0,1,3,1,201,1,0,1,,Legitimate,92.30769231,0,0,0,2,0,0,0,0,5618,0,49873,5,1,99,0,legitimate
5018,0,24,0,0,0,0,2,0,310,0,0,0,Legitimate,Legitimate,93.75,0,0,0,0,0,0,0,0,7364,0,544676,4,0,313,0,legitimate
5019,1,77,0,0,0,0,2,1,160,0,0,1,Legitimate,Legitimate,50.0,0,0,0,0,0,0,0,0,2031,0,0,0,1,4,0,phishing
5020,1,155,0,1,0,0,3,0,0,1,0,0,,,66.66666667,0,0,0,0,0,0,0,0,-1,0,0,0,1,31,0,phishing
5021,0,55,1,0,0,0,3,1,217,0,0,1,,,33.33333333,0,0,0,0,0,0,0,0,5627,0,0,5,1,19,0,phishing
5022,0,56,0,0,0,0,2,1,108,1,0,1,Legitimate,Legitimate,81.81818182,0,0,0,1,0,0,0,0,6831,1,0,0,1,103,0,phishing
5023,0,37,0,0,0,0,1,1,196,0,0,1,,,0.0,0,0,0,0,0,0,0,0,6377,0,0,1,1,0,0,phishing
5024,0,42,1,0,0,0,2,1,372,1,0,1,Phishing,Suspicious,0.0,0,0,0,0,0,0,0,0,7297,0,919168,5,0,226,0,legitimate
5025,1,31,0,0,0,0,3,1,0,0,0,1,,,0.0,0,0,1,0,0,0,0,0,-1,1,0,0,1,4,2,phishing
5026,0,27,0,0,0,0,2,1,88,0,0,1,,,100.0,0,0,0,0,0,0,0,0,5025,0,544886,4,1,1,0,phishing
5027,0,26,0,0,0,1,2,0,101,0,0,0,Legitimate,Legitimate,91.66666667,0,0,0,0,0,0,0,0,4648,0,1812190,3,0,204,0,legitimate
5028,0,39,0,0,0,0,2,1,31,0,0,1,Phishing,Legitimate,100.0,0,0,0,0,0,0,0,0,5447,0,825963,3,0,543,0,legitimate
5029,1,113,0,0,0,0,3,1,523,0,0,1,,,100.0,0,0,0,0,0,0,0,0,4225,0,11753,3,1,6,0,phishing
5030,0,23,0,0,0,1,2,1,388,0,0,1,Phishing,Legitimate,66.66666667,0,0,0,1,0,0,0,0,5821,0,595635,2,0,129,0,legitimate
5031,0,71,0,0,0,1,2,1,308,0,0,1,,,100.0,0,0,0,1,0,0,0,0,2248,0,0,0,1,4,0,phishing
5032,0,41,1,0,0,0,2,1,360,1,0,1,Legitimate,Legitimate,0.0,0,0,0,1,0,0,0,0,7309,0,0,5,1,10,0,phishing
5033,0,47,0,0,0,0,2,1,711,1,0,1,,,18.42105263,0,0,0,2,0,0,0,0,-1,0,1368106,4,1,79,0,legitimate
5034,0,28,1,0,0,0,1,0,3109,0,0,0,Legitimate,Legitimate,100.0,0,0,0,1,0,0,1,0,6753,0,2305,8,1,5,0,phishing
5035,0,51,0,0,0,0,1,1,346,0,0,1,,,0.0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,phishing
5036,1,96,0,0,0,0,3,0,379,0,0,0,,,100.0,0,0,0,0,0,0,0,0,4368,0,31458,6,0,7,0,legitimate
5037,0,61,0,0,0,1,2,1,0,0,0,1,,,0.0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,phishing
5038,1,76,0,0,0,1,3,1,25,0,0,1,,,100.0,0,0,0,1,0,0,0,0,3992,0,5697976,0,1,51,0,phishing
5039,0,61,0,0,0,1,2,1,2505,1,0,1,,Suspicious,64.28571429,0,0,0,1,0,0,0,0,6260,0,683,6,0,218,0,legitimate
5040,0,47,0,0,0,0,1,0,35,0,0,0,,,0.0,0,0,0,1,0,0,0,0,2521,0,632751,7,1,0,0,phishing
5041,1,130,0,0,0,1,3,1,71,0,0,1,,,0.0,0,0,0,0,0,0,0,0,6868,0,0,0,1,1,2,phishing
5042,0,63,0,0,0,0,1,1,129,1,0,1,,,67.39130435,0,0,0,1,0,0,0,0,2428,0,0,4,1,247,0,legitimate
5043,0,45,0,0,0,0,1,1,345,0,0,1,,,0.0,0,0,0,0,0,0,0,0,-1,0,0,2,1,0,0,legitimate
5044,0,35,0,0,0,1,2,0,354,1,0,0,,,0.0,0,0,0,0,0,0,0,0,2202,0,15868,5,1,14,0,phishing
5045,0,81,1,0,0,1,3,0,704,1,0,0,,,12.5,0,0,0,1,0,0,0,0,4775,0,8181,4,1,51,0,legitimate
5046,0,48,0,0,0,0,2,0,710,0,0,0,Legitimate,Legitimate,100.0,0,0,0,0,0,0,0,0,5499,0,41592,5,0,84,0,legitimate
5047,0,23,0,0,0,0,2,0,1335,0,0,0,Legitimate,Phishing,100.0,0,0,0,0,0,0,0,0,2317,0,40354,3,0,8,0,legitimate
5048,0,44,0,0,0,0,3,1,323,1,0,1,,,33.33333333,0,0,0,0,0,0,0,0,-1,0,0,0,1,87,0,phishing
5049,0,23,0,0,0,0,2,0,471,1,0,0,Legitimate,Legitimate,4.761904762,0,0,0,0,0,0,0,0,9331,0,9295,6,1,154,0,legitimate
5050,1,106,0,0,0,1,2,1,146,0,0,1,,,85.71428571,0,0,0,1,0,0,0,0,2046,0,0,0,1,88,0,phishing
5051,1,44,1,0,0,0,3,0,228,1,0,0,,,0.0,0,0,0,0,0,0,0,0,5615,0,0,5,1,21,0,phishing
5052,0,77,0,0,0,0,2,0,1558,0,0,0,Phishing,Legitimate,100.0,0,0,0,0,0,0,0,0,9399,0,15,9,0,72,0,legitimate
5053,0,30,0,0,0,0,1,0,180,0,0,0,,,50.0,0,0,0,0,0,0,0,0,7490,0,63,10,0,25,0,legitimate
5054,0,56,0,0,0,0,2,1,128,0,0,1,Legitimate,Legitimate,0.0,0,0,0,0,0,0,0,0,602,0,0,0,1,0,0,phishing
5055,0,89,0,0,0,0,2,1,1292,1,0,1,,,0.0,0,0,0,1,0,0,0,0,7839,0,4055,5,0,213,0,legitimate
5056,0,89,0,0,0,1,3,1,146,0,0,1,,,0.0,0,0,0,2,0,0,0,0,-1,0,1009471,4,1,114,0,legitimate
5057,0,43,0,0,0,0,2,0,209,1,0,0,Phishing,Legitimate,65.21739129999999,0,0,0,0,0,0,0,0,5635,0,2,10,0,52,0,legitimate
5058,0,111,0,0,0,0,3,0,250,1,0,0,Legitimate,Legitimate,72.72727273,0,0,0,0,0,0,0,0,8880,0,127246,5,1,38,0,legitimate
5059,0,85,0,0,0,1,2,1,1097,1,0,1,Suspicious,Legitimate,62.5,0,0,0,1,0,0,0,0,6208,0,77911,5,0,24,0,legitimate
5060,0,83,0,0,0,0,3,0,586,0,0,0,,,0.0,0,0,0,0,0,0,0,0,7448,0,385,8,1,0,0,legitimate
5061,0,60,1,0,0,1,2,1,302,0,0,1,Phishing,Phishing,100.0,0,0,0,2,0,0,0,0,6638,0,0,0,1,27,0,phishing
5062,0,68,0,0,0,0,2,1,1290,1,0,1,,,0.0,0,0,0,1,0,0,0,0,7841,0,3990,5,0,213,0,legitimate
5063,0,22,0,0,0,0,1,0,179,0,0,0,,,0.0,0,0,0,0,0,0,0,0,917,0,2225082,2,0,0,0,phishing
5064,0,21,0,0,0,0,1,0,261,1,0,0,Phishing,Legitimate,78.57142857,0,0,0,0,0,0,0,0,-1,0,828180,2,0,217,0,legitimate
5065,0,61,0,0,0,0,2,1,1663,0,0,1,Suspicious,Legitimate,85.71428571,0,0,0,0,0,0,0,0,8565,0,650,6,0,20,0,legitimate
5066,1,263,0,0,0,0,3,1,285,1,0,1,,,12.5,0,0,0,1,0,0,0,0,4097,0,0,3,1,74,0,phishing
5067,0,59,0,0,0,1,2,1,0,0,0,1,Suspicious,Legitimate,75.0,0,0,0,1,0,0,0,0,12710,0,1115,6,0,82,0,legitimate
5068,0,168,0,0,0,0,2,0,146,0,0,0,,,50.0,0,0,0,0,0,0,0,0,4967,0,0,1,1,6,0,phishing
5069,0,33,0,0,0,1,2,1,242,1,0,1,Legitimate,Legitimate,0.0,0,0,0,1,0,0,0,0,1950,0,341948,1,0,47,2,phishing
5070,0,59,0,0,0,0,2,1,310,1,0,1,,,44.44444444,0,0,0,0,0,0,0,0,6265,0,1581458,5,1,278,0,legitimate
5071,0,37,0,0,0,0,3,1,201,0,0,1,,,100.0,0,0,0,0,0,0,0,0,4182,0,177684,2,1,571,0,legitimate
5072,0,30,0,0,0,0,2,0,350,1,0,0,,,64.51612903,0,0,0,1,0,0,0,0,8414,0,176808,4,1,560,0,legitimate
5073,1,136,0,0,0,1,3,0,25,0,0,0,,,100.0,0,0,0,0,0,0,0,0,3993,0,5707171,0,1,51,0,phishing
5074,0,70,1,0,0,0,3,1,228,1,0,1,,,0.0,0,0,0,0,0,0,0,0,5615,0,0,5,1,22,0,phishing
5075,0,30,0,0,0,0,2,0,240,1,0,0,Legitimate,Legitimate,0.0,0,0,0,0,0,0,0,0,5603,0,3364923,3,0,12,0,legitimate
5076,0,99,0,0,0,0,2,0,2976,1,0,0,Phishing,Legitimate,37.5,0,0,0,1,0,0,0,0,8346,0,1,10,1,25,0,phishing
5077,0,71,1,0,0,0,2,1,133,1,0,1,Suspicious,Legitimate,50.0,0,0,0,2,0,0,0,0,7615,0,2188,5,1,89,0,legitimate
5078,0,71,0,0,0,1,3,1,0,0,0,1,,,100.0,0,0,0,0,0,0,0,0,-1,0,0,0,1,47,0,phishing
5079,0,51,0,0,0,0,1,1,316,0,0,1,,,100.0,0,0,0,1,0,0,0,0,-1,0,0,0,1,34,0,phishing
5080,0,57,1,0,0,0,3,1,73,1,0,1,,,0.0,0,0,0,0,0,0,0,0,657,0,0,0,1,10,0,phishing
5081,0,80,0,0,0,0,2,1,313,0,0,1,,,0.0,0,0,0,1,0,0,0,0,-1,0,0,2,1,0,0,legitimate
5082,0,53,0,0,0,0,2,1,237,0,0,1,,,0.0,0,0,0,1,0,0,0,0,5971,0,0,0,1,0,0,phishing
5083,0,88,0,0,0,0,2,0,2085,1,0,0,,,75.0,0,0,0,0,0,0,0,0,6315,0,8182,6,0,415,0,legitimate
5084,0,37,0,0,0,1,2,0,84,0,0,0,,,0.0,0,0,0,0,0,0,0,0,2837,0,0,2,1,0,0,phishing
5085,0,41,0,0,0,0,2,1,148,0,0,1,,,0.0,0,0,0,0,0,0,0,0,5408,0,0,1,1,0,1,phishing
5086,0,96,0,0,0,1,3,1,333,0,0,1,Phishing,,80.0,0,0,0,0,0,0,0,0,397,0,0,0,1,22,0,phishing
5087,0,121,0,0,0,0,2,0,2976,0,0,0,Phishing,Legitimate,0.0,0,0,0,1,0,0,0,0,8346,0,1,10,1,1,0,phishing
5088,0,49,0,0,0,0,2,0,327,1,0,0,Legitimate,Legitimate,68.42105263,0,0,0,0,0,0,0,0,9169,0,599,7,0,127,0,legitimate
5089,0,32,0,0,0,0,2,0,229,1,0,0,Legitimate,Legitimate,66.66666667,0,0,0,1,0,0,0,0,9269,0,8530,7,1,2228,0,legitimate
5090,0,66,0,0,0,0,2,0,986,1,0,0,Phishing,Legitimate,58.82352941,0,0,0,0,0,0,0,0,5222,0,136,8,0,196,0,legitimate
5091,0,59,0,0,0,1,2,0,198,1,0,0,Legitimate,Legitimate,31.25,0,0,0,0,0,0,0,0,7838,0,603,6,1,251,0,legitimate
5092,0,149,0,0,0,1,3,1,363,0,0,1,Legitimate,Legitimate,100.0,0,0,0,0,0,0,0,0,1098,0,0,0,1,22,0,phishing
5093,0,34,1,0,0,0,2,1,298,0,0,1,,,0.0,0,0,0,0,0,0,0,0,7006,0,0,1,0,21,0,phishing
5094,0,102,0,0,0,0,2,1,335,1,0,1,,,77.77777778,0,0,0,0,0,0,0,0,3683,0,443077,2,0,61,0,legitimate
5095,0,46,0,0,0,0,2,1,2509,1,0,1,Phishing,Suspicious,61.53846154,0,0,0,1,0,0,0,0,6256,0,689,6,0,196,0,legitimate
5096,1,165,0,0,0,0,3,0,196,1,0,0,,,44.44444444,0,0,0,1,0,0,0,0,1265,0,2433519,0,1,28,0,phishing
5097,0,46,0,0,0,0,3,1,637,0,0,1,,,66.66666667,0,0,0,1,0,0,0,0,5207,0,27218,5,0,110,0,legitimate
5098,0,27,0,0,0,0,2,1,1112,1,0,1,Phishing,Legitimate,66.66666667,0,0,0,1,0,0,0,0,3271,0,0,3,0,16,0,legitimate
5099,0,19,1,0,0,0,1,1,136,0,0,1,,,100.0,0,0,0,0,0,0,0,0,3152,0,38060,7,1,6,0,phishing
5100,0,43,0,0,0,0,1,1,541,0,0,1,,,0.0,0,0,0,1,0,0,0,0,5302,0,0,0,1,0,0,phishing
5101,1,177,0,0,0,0,3,1,194,1,0,1,Legitimate,Legitimate,33.33333333,0,0,0,0,0,0,0,0,4554,0,0,0,1,87,0,phishing
5102,1,112,0,0,0,0,2,1,139,0,1,1,Phishing,Phishing,100.0,0,0,0,0,0,0,0,0,-1,0,0,0,1,17,0,phishing
5103,0,22,0,0,0,0,2,1,1991,1,0,1,,,84.61538462,0,0,0,1,0,0,0,0,9522,0,8315,6,0,95,0,legitimate
5104,1,66,0,0,0,0,3,1,269,0,0,1,,,100.0,0,0,0,1,0,0,0,0,4478,0,188429,2,1,10,2,phishing
5105,0,26,0,0,0,0,2,0,38,1,0,0,Legitimate,Legitimate,2.0,0,0,0,0,0,0,0,0,6593,0,6293604,4,0,114,0,legitimate
5106,0,58,0,0,0,0,2,1,372,1,0,1,,,0.0,0,0,0,0,0,0,0,0,1454,0,0,0,1,9,0,phishing
5107,1,119,0,0,0,1,1,1,90,0,0,1,,,90.0,0,0,0,1,0,0,0,0,276,0,0,0,1,44,0,phishing
5108,0,25,0,0,0,0,2,1,252,1,0,1,Phishing,Phishing,0.0,0,0,0,0,0,0,0,0,7446,0,6418275,0,1,12,0,phishing
5109,1,76,0,0,0,1,3,1,25,0,0,1,,,100.0,0,0,0,1,0,0,0,0,3992,0,5697976,0,1,51,0,phishing
5110,0,88,0,0,0,1,1,1,320,1,0,1,,,80.0,0,0,0,1,0,0,0,0,-1,0,0,0,1,12,0,legitimate
5111,0,34,0,0,0,0,3,1,0,0,0,1,,,66.66666667,0,0,0,0,0,0,0,0,605,0,0,1,1,7,0,phishing
5112,0,31,0,0,0,0,2,1,258,0,0,1,Legitimate,Legitimate,100.0,0,0,0,1,0,0,0,0,4489,0,0,3,1,24,0,phishing
5113,0,35,0,0,0,0,3,0,246,1,0,0,Suspicious,Legitimate,40.0,0,0,0,0,0,0,0,0,5233,0,0,2,0,26,0,legitimate
5114,0,29,0,0,0,0,1,1,193,1,0,1,Legitimate,Legitimate,66.66666667,0,0,0,1,0,0,0,0,4190,0,2024745,4,0,18,0,legitimate
5115,1,131,0,0,0,1,3,1,25,0,0,1,,,100.0,0,0,0,0,0,0,0,0,3992,0,5707171,0,1,51,0,phishing
5116,0,24,0,0,0,1,2,1,298,0,0,1,Phishing,Phishing,75.0,0,0,0,1,0,0,0,0,5545,0,5973329,2,0,85,0,legitimate
5117,0,263,0,0,0,0,3,1,952,0,0,1,Phishing,Phishing,0.0,0,0,0,0,0,0,0,0,7083,0,17964,3,1,1,0,phishing
5118,0,32,0,0,0,0,2,0,2972,0,0,0,Phishing,Phishing,0.0,0,0,0,1,0,0,0,0,8350,0,1,10,1,1,0,legitimate
5119,1,79,0,0,0,1,2,1,292,0,0,1,,,0.0,0,0,0,0,0,0,0,0,1534,0,0,0,1,0,0,phishing
5120,0,44,0,0,0,0,2,1,270,0,0,1,Legitimate,Legitimate,0.0,0,0,0,0,0,0,0,0,-1,0,8262038,2,1,0,0,phishing
5121,0,15,0,0,0,0,1,1,389,1,0,1,Legitimate,Legitimate,34.782608700000004,0,0,0,2,0,0,0,0,2168,0,11746,4,0,984,0,legitimate
5122,1,119,0,0,0,0,3,1,25,0,0,1,,,100.0,0,0,0,0,0,0,0,0,3992,0,5697976,0,1,51,0,phishing
5123,0,63,0,0,0,1,2,1,111,0,0,1,,,0.0,0,0,0,0,0,0,0,0,255,0,0,0,1,0,1,phishing
5124,1,126,0,0,0,1,3,0,25,0,0,0,,,100.0,0,0,0,0,0,0,0,0,3993,0,5707171,0,1,51,0,phishing
5125,0,47,0,0,0,0,2,1,227,0,0,1,,,83.33333333,0,0,0,1,0,0,0,0,503,0,0,0,1,193,0,phishing
5126,0,63,0,0,0,1,2,1,695,1,0,1,,,85.0,0,0,0,2,0,0,0,0,8435,0,3754,6,1,144,0,legitimate
5127,1,64,0,0,0,0,3,0,1653,0,0,0,,,97.36842105,0,0,0,1,0,0,0,0,7478,0,629,7,0,144,0,legitimate
5128,1,106,0,0,0,1,3,1,0,0,0,1,,,0.0,0,0,0,0,0,0,0,0,-1,0,0,0,1,4,0,phishing
5129,0,33,0,0,0,0,2,0,1683,0,0,0,Suspicious,Legitimate,100.0,0,0,0,0,0,0,0,0,-1,0,71671,5,0,146,0,legitimate
5130,0,26,0,0,0,0,1,0,0,0,0,0,Suspicious,Suspicious,100.0,0,0,0,0,0,0,0,0,-1,0,60725,1,0,13,0,legitimate
5131,0,31,1,0,0,0,2,0,311,0,0,0,Legitimate,Legitimate,50.0,0,0,0,0,0,0,0,0,5337,0,169911,3,0,543,0,legitimate
5132,0,40,1,0,0,1,2,0,373,1,0,0,,,0.0,0,0,0,0,0,0,0,0,7296,0,0,5,1,11,0,phishing
5133,0,32,1,0,0,0,2,1,374,1,0,1,Legitimate,Legitimate,0.0,0,0,0,1,0,0,0,0,7295,0,0,5,1,14,0,phishing
5134,0,68,0,0,0,0,3,1,215,0,0,1,,,0.0,0,0,0,1,0,0,0,0,8916,0,14605,5,0,0,0,phishing
5135,0,27,0,0,0,0,2,1,118,0,0,1,,,0.0,0,0,0,0,0,0,0,0,4265,1,0,2,1,0,0,phishing
5136,0,59,0,0,0,1,2,1,321,0,0,1,Legitimate,Legitimate,100.0,0,0,0,0,0,0,0,0,2235,0,0,1,1,10,0,phishing
5137,0,37,0,0,0,0,3,0,88,1,0,0,,,40.0,0,0,0,1,0,0,0,0,-1,0,2965628,2,0,73,0,legitimate
5138,0,30,0,0,0,0,2,0,256,1,0,0,,,96.82539683,0,0,0,0,0,0,0,0,2301,0,22884,3,0,127,0,phishing
5139,0,96,0,0,0,0,3,1,285,1,0,1,,,21.05263158,0,0,0,1,0,0,0,0,4097,0,0,3,1,220,0,phishing
5140,0,37,0,0,0,0,2,1,242,1,0,1,Legitimate,Legitimate,0.0,0,0,0,1,0,0,0,0,1950,0,341948,1,1,47,2,phishing
5141,1,122,0,0,0,0,2,1,234,0,0,1,Legitimate,Legitimate,100.0,0,0,0,0,0,0,0,0,496,1,3273064,0,1,20,2,phishing
5142,0,69,0,0,0,0,2,1,246,0,0,1,Suspicious,Suspicious,100.0,0,0,0,2,0,0,0,0,-1,0,1546214,2,1,46,0,legitimate
5143,0,98,0,0,0,1,2,1,140,0,0,1,Suspicious,Legitimate,90.90909091,0,0,0,0,0,0,0,0,7530,0,264522,5,0,87,0,legitimate
5144,0,42,0,0,0,0,2,0,232,1,0,0,Legitimate,Legitimate,20.0,0,0,0,0,0,0,0,0,1594,0,672283,3,0,29,0,legitimate
5145,0,31,0,0,0,0,3,1,174,0,0,1,,,100.0,0,0,0,1,0,0,0,0,8227,0,71252,5,0,307,0,legitimate
5146,0,58,1,0,0,0,3,1,3226,0,0,1,Legitimate,Legitimate,100.0,0,0,0,1,0,0,0,0,4444,0,59591,4,0,123,0,legitimate
5147,0,26,0,0,0,0,2,0,1573,1,0,0,Legitimate,Legitimate,50.0,0,0,0,0,0,0,0,0,7932,0,0,4,0,42,0,legitimate
5148,0,67,0,0,0,0,3,1,1155,1,0,1,,,85.71428571,0,0,0,2,0,0,0,0,7812,0,2939,5,1,89,0,legitimate
5149,0,112,0,0,0,1,3,1,41,0,0,1,,,0.0,0,0,1,0,0,0,0,0,5438,0,0,1,1,0,0,phishing
5150,0,40,0,0,0,0,3,1,0,0,0,1,,,0.0,0,0,0,1,0,0,0,0,-1,0,0,1,0,40,0,legitimate
5151,0,25,0,0,0,0,1,1,0,0,0,1,,,0.0,0,0,0,1,0,0,0,0,-1,0,3014313,4,1,0,0,phishing
5152,0,19,0,0,0,0,1,1,52,1,0,1,Phishing,Suspicious,72.72727273,0,0,0,1,0,0,0,0,2504,0,53192,5,0,89,0,legitimate
5153,1,550,1,0,0,0,3,0,349,1,0,0,,,33.33333333,0,0,0,0,0,0,0,0,6591,0,30,4,1,12,0,legitimate
5154,0,19,0,0,0,0,2,0,3033,0,0,0,Suspicious,Legitimate,100.0,0,0,0,0,0,0,0,0,-1,0,259358,6,0,127,0,legitimate
5155,0,41,0,0,0,1,3,0,748,0,0,0,Legitimate,Legitimate,96.15384615,0,0,0,0,0,0,0,0,4364,0,2396418,2,1,113,0,legitimate
5156,0,31,0,0,0,1,2,1,353,0,0,1,Phishing,Legitimate,90.0,0,0,0,1,0,0,0,0,4029,0,581047,4,0,84,0,legitimate
5157,0,67,0,0,0,0,2,1,1417,1,0,1,Legitimate,Legitimate,80.0,0,0,0,1,0,0,0,0,5887,0,184,6,0,269,0,legitimate
5158,0,55,0,0,0,0,3,1,11,0,0,1,Legitimate,Legitimate,0.0,0,0,0,0,0,0,0,0,6564,0,557365,5,0,2,0,legitimate
5159,1,44,0,0,0,0,3,1,146,1,0,1,Phishing,Suspicious,86.66666667,0,0,0,2,0,0,0,0,7160,0,2336,3,1,71,0,legitimate
5160,0,34,0,0,0,0,2,0,176,0,0,0,,,0.0,0,0,1,0,0,0,0,0,190,0,0,2,1,0,0,phishing
5161,0,57,0,0,0,1,3,0,0,1,0,0,,,66.66666667,0,0,0,0,0,0,0,0,-1,0,92156,3,0,66,0,legitimate
5162,0,64,0,0,0,1,2,1,606,1,0,1,,,84.61538462,0,0,0,1,0,0,1,0,-1,0,2995662,4,1,184,0,legitimate
5163,0,44,0,0,0,0,2,0,905,0,0,0,Phishing,Legitimate,100.0,0,0,0,0,0,0,0,0,7130,0,12,7,0,315,0,legitimate
5164,0,40,0,0,0,0,1,0,378,0,0,0,Phishing,Legitimate,94.11764706,0,0,0,0,0,0,0,0,7658,0,436,7,0,292,0,legitimate
5165,0,89,0,1,0,0,3,0,116,1,0,0,,,50.0,0,0,0,0,0,0,0,0,250,0,0,0,0,32,0,phishing
5166,0,91,0,0,0,0,2,0,509,1,0,0,,,4.6875,0,0,0,0,0,0,0,0,6065,0,422,8,0,282,0,legitimate
5167,0,85,0,0,0,0,3,1,0,0,0,1,,,0.0,0,0,0,1,0,0,0,0,12168,0,5943,6,0,0,0,legitimate
5168,0,61,0,0,0,0,2,1,285,1,0,1,Legitimate,Suspicious,50.0,0,0,0,1,0,0,1,0,3733,0,12371,5,0,97,0,legitimate
5169,0,42,0,0,0,1,3,1,162,0,0,1,,,0.0,0,0,0,1,0,0,0,0,569,0,0,0,1,4,0,phishing
5170,0,60,0,0,0,0,2,1,937,0,0,1,,,0.0,0,0,0,1,0,0,0,0,5271,0,41143,4,0,0,0,legitimate
5171,0,64,0,0,0,0,2,1,234,0,0,1,Legitimate,Legitimate,0.0,0,0,0,1,0,0,0,0,2687,0,817298,2,1,40,0,legitimate
5172,1,81,0,0,0,0,2,1,77,0,0,1,,,100.0,0,0,0,1,0,0,0,0,5766,0,0,2,1,30,0,phishing
5173,0,42,0,0,0,0,2,1,293,0,0,1,Suspicious,Legitimate,90.47619048,0,0,0,1,0,0,0,0,9205,0,690,6,0,132,0,legitimate
5174,0,63,0,0,0,0,2,1,235,0,0,1,Legitimate,Legitimate,95.65217391,0,0,0,1,0,0,0,0,5243,0,0,7,1,52,0,phishing
5175,0,39,1,0,0,0,3,1,2638,0,0,1,,,0.0,0,0,0,1,0,0,0,0,7222,0,726,6,0,0,0,legitimate
5176,1,120,0,0,0,1,2,1,144,1,0,1,,,3.846153846,0,0,0,1,0,0,0,0,2048,0,0,0,1,123,0,phishing
5177,0,30,0,0,0,0,2,1,164,0,0,1,,,92.59259259,0,0,0,0,0,0,0,0,932,0,0,1,0,67,0,legitimate
5178,1,153,0,0,0,0,3,0,10,0,0,0,,,0.0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,phishing
5179,0,73,0,0,0,0,3,1,513,1,0,1,,,30.76923077,0,0,0,0,0,0,0,0,7523,0,10631,5,0,106,0,legitimate
5180,0,24,0,0,0,0,2,1,169,0,0,1,Suspicious,Suspicious,100.0,0,0,0,0,0,0,0,0,-1,0,135943,4,0,33,0,legitimate
5181,0,174,1,0,0,1,2,0,382,1,1,0,,Suspicious,0.0,0,0,0,1,0,0,0,0,8018,0,0,4,1,7,0,phishing
5182,1,96,0,0,0,0,2,0,64,1,0,0,Phishing,Legitimate,20.0,0,0,0,0,0,0,0,0,5049,0,282,7,0,63,0,legitimate
5183,1,84,1,0,0,0,2,1,59,0,0,1,Legitimate,Legitimate,0.0,0,0,1,0,0,0,0,0,5784,0,50100,4,1,0,0,phishing
5184,0,32,0,0,0,0,2,1,931,0,0,1,Legitimate,Legitimate,0.0,0,0,0,0,0,0,0,0,4182,0,0,0,1,0,0,phishing
5185,0,28,0,0,0,1,2,1,750,0,0,1,Legitimate,Legitimate,87.5,0,0,0,1,0,0,0,0,4715,0,61726,4,0,39,0,legitimate
